glitch_pulse,glitch_delay,state,glitch_text,is_success
4,382280,glitched,539ba31a988912a8bd8cec9331477402,False
6,387181,glitched,539ba31a988912a8bd8cec9331477402,False
3,382843,glitched,539ba31a988912a8bd8cec9331477402,False
4,383567,glitched,539ba31a988912a8bd8cec9331477402,False
4,386737,glitched,539ba31a988912a8bd8cec9331477402,False
4,389145,glitched,539ba31a988912a8bd8cec9331477402,False
3,383334,glitched,539ba31a988912a8bd8cec9331477402,False
2,383987,glitched,539ba31a988912a8bd8cec9331477402,False
6,388881,glitched,539ba31a988912a8bd8cec9331477402,False
2,383309,glitched,539ba31a988912a8bd8cec9331477402,False
2,388883,glitched,539ba31a988912a8bd8cec9331477402,False
3,385455,glitched,539ba31a988912a8bd8cec9331477402,False
5,383732,glitched,539ba31a988912a8bd8cec9331477402,False
2,388713,glitched,539ba31a988912a8bd8cec9331477402,False
6,388090,glitched,539ba31a988912a8bd8cec9331477402,False
6,387859,glitched,539ba31a988912a8bd8cec9331477402,False
3,389980,glitched,539ba31a988912a8bd8cec9331477402,False
3,384914,glitched,539ba31a988912a8bd8cec9331477402,False
3,385682,glitched,539ba31a988912a8bd8cec9331477402,False
3,384324,glitched,539ba31a988912a8bd8cec9331477402,False
4,386407,glitched,539ba31a988912a8bd8cec9331477402,False
3,384772,glitched,539ba31a988912a8bd8cec9331477402,False
6,389383,glitched,539ba31a988912a8bd8cec9331477402,False
2,382379,glitched,539ba31a988912a8bd8cec9331477402,False
5,389880,glitched,539ba31a988912a8bd8cec9331477402,False
4,382148,glitched,539ba31a988912a8bd8cec9331477402,False
5,386905,glitched,539ba31a988912a8bd8cec9331477402,False
4,386087,glitched,539ba31a988912a8bd8cec9331477402,False
4,385079,glitched,539ba31a988912a8bd8cec9331477402,False
2,388845,glitched,539ba31a988912a8bd8cec9331477402,False
3,382025,glitched,539ba31a988912a8bd8cec9331477402,False
4,387178,glitched,539ba31a988912a8bd8cec9331477402,False
4,386599,glitched,539ba31a988912a8bd8cec9331477402,False
3,384112,glitched,539ba31a988912a8bd8cec9331477402,False
3,389683,glitched,539ba31a988912a8bd8cec9331477402,False
4,384399,glitched,539ba31a988912a8bd8cec9331477402,False
3,389696,glitched,539ba31a988912a8bd8cec9331477402,False
3,389893,glitched,539ba31a988912a8bd8cec9331477402,False
3,388336,glitched,539ba31a988912a8bd8cec9331477402,False
2,384259,glitched,539ba31a988912a8bd8cec9331477402,False
4,383015,glitched,539ba31a988912a8bd8cec9331477402,False
6,387022,glitched,539ba31a988912a8bd8cec9331477402,False
2,382581,glitched,539ba31a988912a8bd8cec9331477402,False
6,387933,glitched,539ba31a988912a8bd8cec9331477402,False
2,383736,glitched,539ba31a988912a8bd8cec9331477402,False
3,384795,glitched,539ba31a988912a8bd8cec9331477402,False
4,389552,glitched,539ba31a988912a8bd8cec9331477402,False
4,385305,glitched,539ba31a988912a8bd8cec9331477402,False
4,382277,glitched,539ba31a988912a8bd8cec9331477402,False
3,383852,glitched,539ba31a988912a8bd8cec9331477402,False
6,386623,glitched,539ba31a988912a8bd8cec9331477402,False
2,382441,glitched,539ba31a988912a8bd8cec9331477402,False
4,383356,glitched,539ba31a988912a8bd8cec9331477402,False
2,387049,glitched,539ba31a988912a8bd8cec9331477402,False
5,388636,glitched,539ba31a988912a8bd8cec9331477402,False
4,385360,glitched,539ba31a988912a8bd8cec9331477402,False
5,389511,glitched,539ba31a988912a8bd8cec9331477402,False
5,386441,glitched,539ba31a988912a8bd8cec9331477402,False
3,389586,glitched,539ba31a988912a8bd8cec9331477402,False
3,382217,glitched,539ba31a988912a8bd8cec9331477402,False
3,384016,glitched,539ba31a988912a8bd8cec9331477402,False
3,382460,glitched,539ba31a988912a8bd8cec9331477402,False
2,385457,glitched,539ba31a988912a8bd8cec9331477402,False
4,387644,glitched,539ba31a988912a8bd8cec9331477402,False
3,387806,glitched,539ba31a988912a8bd8cec9331477402,False
4,383674,glitched,539ba31a988912a8bd8cec9331477402,False
4,385424,glitched,539ba31a988912a8bd8cec9331477402,False
5,384761,glitched,539ba31a988912a8bd8cec9331477402,False
6,383171,glitched,539ba31a988912a8bd8cec9331477402,False
4,384465,glitched,539ba31a988912a8bd8cec9331477402,False
4,382696,glitched,539ba31a988912a8bd8cec9331477402,False
2,386572,glitched,539ba31a988912a8bd8cec9331477402,False
3,383380,glitched,539ba31a988912a8bd8cec9331477402,False
2,389876,glitched,539ba31a988912a8bd8cec9331477402,False
5,382513,glitched,539ba31a988912a8bd8cec9331477402,False
2,389704,glitched,539ba31a988912a8bd8cec9331477402,False
5,385174,glitched,539ba31a988912a8bd8cec9331477402,False
4,384137,glitched,539ba31a988912a8bd8cec9331477402,False
2,385446,glitched,539ba31a988912a8bd8cec9331477402,False
3,388385,glitched,539ba31a988912a8bd8cec9331477402,False
4,382068,glitched,539ba31a988912a8bd8cec9331477402,False
6,384595,glitched,539ba31a988912a8bd8cec9331477402,False
6,386567,glitched,539ba31a988912a8bd8cec9331477402,False
4,384263,glitched,539ba31a988912a8bd8cec9331477402,False
3,389641,glitched,539ba31a988912a8bd8cec9331477402,False
3,388065,glitched,539ba31a988912a8bd8cec9331477402,False
